id,carat,cut,color,clarity,depth,table,x,y,z,price
3662,0.55,Ideal,G,VS1,62.3,55.1,5.23,5.27,3.27,1857
3663,0.53,Ideal,E,SI1,61.8,56.0,5.21,5.16,3.2,1612
3664,1.04,Ideal,D,SI1,60.0,56.0,6.6,6.56,3.95,5806
3665,1.54,Premium,I,VS1,62.5,58.0,7.37,7.3,4.58,11094
3666,0.91,Premium,J,VS2,62.4,59.0,6.14,6.09,3.81,2905
3667,1.09,Ideal,F,VS2,62.1,57.0,6.63,6.59,4.1,7324
3668,0.71,Ideal,H,VS1,62.3,56.0,5.73,5.76,3.57,3091
3669,0.42,Ideal,G,VS1,61.1,57.0,4.82,4.85,2.95,921
3670,0.7,Very Good,F,SI1,61.0,61.0,5.72,5.76,3.49,2298
3671,0.9,Premium,E,SI2,60.4,59.0,6.27,6.25,3.78,4077
3672,1.31,Premium,H,VS2,60.9,58.0,7.07,7.11,4.32,8020
3673,0.7,Premium,F,SI1,61.7,59.0,5.66,5.68,3.5,2167
3674,0.3,Ideal,F,IF,62.1,53.0,4.31,4.33,2.68,873
3675,1.21,Premium,G,VS1,62.7,59.0,6.79,6.84,4.28,9596
3676,1.05,Ideal,F,SI2,62.6,54.0,6.52,6.56,4.09,3902
3677,0.9,Premium,H,SI2,61.8,58.0,6.15,6.19,3.81,3411
3678,0.39,Ideal,E,VS2,62.0,54.7,4.7,4.64,2.9,988
3679,0.7,Very Good,J,SI1,59.0,59.0,5.83,5.86,3.44,2083
3680,0.41,Premium,D,VVS1,62.5,59.0,4.75,4.72,2.96,1431
3681,1.5,Very Good,J,VS1,59.6,61.0,7.38,7.35,4.41,7744
3682,0.31,Ideal,G,VS2,61.9,56.0,4.38,4.41,2.72,587
3683,0.9,Premium,D,SI2,61.9,56.0,6.18,6.2,3.83,3461
3684,1.2,Ideal,H,SI1,61.5,56.0,6.84,6.79,4.2,6118
3685,0.54,Ideal,D,VS1,60.2,55.0,5.32,5.28,3.2,1994
3686,0.71,Premium,D,VS2,58.6,62.0,5.89,5.82,3.42,3534
3687,0.31,Premium,E,VVS2,60.7,58.0,4.35,4.35,2.64,816
3688,0.32,Very Good,H,SI1,62.8,57.0,4.32,4.34,2.72,449
3689,0.82,Premium,E,SI2,60.6,60.0,6.08,6.05,3.67,2824
3690,0.33,Premium,D,VS2,61.7,60.0,4.46,4.47,2.75,1002
3691,1.52,Ideal,G,VVS1,62.3,56.0,7.29,7.35,4.56,14503
3692,0.31,Ideal,H,VS1,61.6,56.0,4.35,4.39,2.69,435
3693,0.4,Ideal,F,SI1,60.4,58.0,4.76,4.78,2.88,660
3694,0.51,Ideal,F,VS1,62.2,57.0,5.1,5.14,3.18,1838
3695,0.5,Very Good,D,VS1,61.6,59.0,5.04,5.11,3.13,2180
3696,0.34,Very Good,E,VS2,62.0,58.0,4.48,4.49,2.78,745
3697,0.3,Premium,F,VVS1,59.5,58.0,4.38,4.41,2.61,895
3698,0.79,Ideal,I,VS1,62.0,55.0,5.92,5.94,3.66,3146
3699,0.34,Ideal,G,SI1,60.7,56.0,4.53,4.51,2.74,612
3700,0.51,Ideal,E,VS2,62.1,56.0,5.08,5.12,3.16,1664
3701,0.81,Very Good,F,VS1,63.1,57.0,5.93,5.96,3.77,3643
3702,0.3,Very Good,F,VS2,63.0,55.0,4.28,4.32,2.71,776
3703,1.01,Very Good,D,SI1,63.4,58.0,6.27,6.32,4.0,5932
3704,0.41,Ideal,I,VVS1,61.7,55.0,4.77,4.79,2.95,875
3705,1.01,Ideal,D,SI1,61.9,55.0,6.45,6.5,4.01,5612
3706,0.4,Very Good,G,VVS2,62.2,56.0,4.73,4.75,2.94,843
3707,1.53,Premium,F,SI1,63.0,59.0,7.32,7.36,4.62,10377
3708,1.01,Ideal,G,VS1,62.8,54.0,6.45,6.4,4.04,7587
3709,1.19,Ideal,H,SI1,61.8,57.0,6.78,6.81,4.21,5646
3710,0.71,Premium,E,SI1,62.1,59.0,5.67,5.65,3.52,2964
3711,0.39,Ideal,D,VVS2,61.3,55.0,4.74,4.78,2.91,1221
3712,2.01,Very Good,G,SI2,60.5,59.0,8.14,8.17,4.94,15394
3713,1.2,Ideal,G,SI1,62.6,57.0,6.76,6.81,4.25,6355
3714,1.06,Ideal,H,VVS1,61.9,56.0,6.56,6.53,4.06,9576
3715,1.01,Good,D,I1,63.1,58.0,6.31,6.34,3.99,3599
3716,0.56,Ideal,D,SI1,61.4,54.0,5.28,5.32,3.27,2434
3717,0.31,Ideal,F,VS2,61.0,55.0,4.37,4.4,2.67,645
3718,1.62,Premium,H,VS2,62.4,58.0,7.48,7.44,4.66,10225
3719,0.3,Ideal,D,VS2,62.4,56.0,4.25,4.3,2.67,536
3720,1.04,Premium,F,VVS1,61.9,58.0,6.5,6.43,4.0,10580
3721,0.34,Premium,E,SI1,61.9,58.0,4.48,4.44,2.76,596
3722,2.01,Good,I,SI1,63.7,57.0,7.89,7.87,5.04,14127
3723,1.03,Ideal,G,VS2,61.3,56.0,6.52,6.48,3.98,6058
3724,0.74,Very Good,E,VS2,62.3,58.0,5.79,5.81,3.62,3087
3725,0.32,Ideal,E,VVS2,61.4,56.0,4.4,4.43,2.72,779
3726,0.41,Ideal,D,VVS2,61.3,56.0,4.79,4.82,2.94,1276
3727,1.22,Ideal,G,VS2,62.2,56.0,6.84,6.87,4.26,9292
3728,0.7,Very Good,F,I1,62.9,54.0,5.64,5.71,3.57,7286
3729,0.41,Very Good,G,SI1,63.2,59.0,4.72,4.69,2.97,827
3730,0.57,Ideal,E,VS1,61.9,55.0,5.31,5.33,3.3,2133
3731,0.73,Very Good,D,IF,59.9,59.0,5.85,5.83,3.5,4022
3732,1.52,Good,G,SI1,63.7,60.0,7.25,7.3,4.64,9494
3733,1.02,Ideal,G,VS2,62.3,56.0,6.41,6.45,4.0,6479
3734,0.91,Fair,G,SI2,64.4,61.0,6.01,6.04,3.87,3225
3735,1.22,Premium,H,SI1,61.2,58.0,6.91,6.87,4.22,5868
3736,0.36,Premium,E,VVS1,60.3,58.0,4.65,4.61,2.79,1068
3737,0.31,Ideal,H,VVS2,61.5,56.0,4.36,4.38,2.69,625
3738,0.32,Good,G,SI1,63.8,58.0,4.35,4.34,2.77,477
3739,1.24,Good,G,VS1,59.6,61.0,7.01,6.95,4.17,9359
3740,1.01,Very Good,D,SI2,63.2,58.0,6.34,6.37,4.02,4724
3741,2.0,Premium,F,VS2,60.3,59.0,8.16,8.13,4.91,18172
3742,0.7,Very Good,G,SI1,62.0,57.0,5.65,5.69,3.51,2334
3743,0.31,Good,H,SI1,63.6,54.0,4.29,4.33,2.74,435
3744,1.16,Premium,E,VVS2,61.6,58.0,6.74,6.73,4.15,10663
3745,0.3,Ideal,G,IF,62.0,53.0,4.3,4.34,2.68,918
3746,1.14,Premium,G,VS1,62.0,58.0,6.64,6.68,4.13,8124
3747,0.72,Ideal,G,SI1,61.5,57.0,5.81,5.83,3.57,2400
3748,1.0,Very Good,D,SI1,63.4,56.0,6.42,6.39,4.06,5510
3749,0.24,Ideal,H,VS1,61.6,54.0,3.99,4.01,2.48,419
3750,1.24,Ideal,G,VS1,62.6,55.0,6.86,6.91,4.29,8243
3751,0.9,Premium,F,SI2,61.9,59.0,6.14,6.17,3.81,3673
3752,0.52,Ideal,G,VVS2,61.5,55.0,5.18,5.14,3.18,1949
3753,0.9,Good,I,VS2,63.2,60.0,6.08,6.05,3.83,3024
3754,1.23,Ideal,J,SI1,62.3,57.0,6.83,6.87,4.26,5407
3755,1.1,Ideal,G,SI1,61.0,57.0,6.74,6.68,4.1,4997
3756,0.3,Ideal,D,VS2,62.2,54.0,4.3,4.32,2.68,670
3757,0.3,Ideal,H,VS2,61.9,57.0,4.32,4.3,2.67,518
3758,0.7,Premium,G,SI1,62.6,58.0,5.71,5.66,3.55,2456
3759,2.01,Very Good,H,SI1,62.0,60.0,7.94,8.03,4.96,18398
3760,0.73,Very Good,F,VS1,58.9,60.0,5.85,5.9,3.46,2974
3761,0.24,Premium,E,VVS1,62.9,59.0,3.94,3.96,2.48,485
3762,0.55,Ideal,D,VS2,62.0,57.0,5.24,5.27,3.25,1872
3763,0.5,Very Good,E,SI1,62.1,56.0,5.08,5.11,3.16,1260
3764,1.51,Ideal,I,SI1,62.9,56.0,7.25,7.26,4.56,7207
3765,1.13,Ideal,G,VS2,62.6,55.0,6.66,6.7,4.18,6982
3766,0.31,Good,G,VS2,63.5,58.0,4.27,4.3,2.72,544
3767,1.03,Ideal,H,VS2,61.9,56.0,6.54,6.49,4.03,5260
3768,0.7,Premium,H,VS2,62.8,62.0,5.66,5.58,3.52,2367
3769,1.31,Very Good,J,SI1,62.9,60.0,6.97,7.01,4.39,5652
3770,0.32,Premium,H,VS2,61.3,59.0,4.41,4.44,2.71,646
3771,1.17,Premium,G,VVS2,61.7,59.0,6.78,6.75,4.18,10211
3772,0.35,Ideal,E,VS1,61.7,56.0,4.55,4.58,2.82,697
3773,0.9,Ideal,D,SI2,61.9,57.0,6.13,6.16,3.8,4007
3774,0.51,Ideal,E,VS1,61.9,56.0,5.12,5.14,3.18,1834
3775,1.5,Premium,H,VS2,62.1,60.0,7.3,7.25,4.52,10572
3776,0.42,Ideal,F,VS2,62.0,55.0,4.8,4.84,2.99,984
3777,0.93,Ideal,G,SI2,60.3,56.0,6.29,6.26,3.79,3172
3778,0.54,Ideal,H,VS2,61.3,57.0,5.22,5.25,3.21,1601
3779,1.15,Very Good,G,VS2,62.5,55.0,6.72,6.72,4.19,7826
3780,0.52,Ideal,G,VS1,62.1,56.0,5.15,5.18,3.21,1571
3781,0.73,Ideal,G,SI2,61.2,56.0,5.88,5.81,3.56,2249
3782,0.8,Ideal,D,SI1,61.0,57.0,5.99,6.03,3.65,3160
3783,0.41,Ideal,E,SI1,62.1,57.0,4.8,4.78,2.97,904
3784,0.72,Ideal,D,VS2,61.3,56.0,5.76,5.79,3.54,3921
3785,0.72,Ideal,F,VS1,60.3,57.0,5.8,5.84,3.5,3182
3786,1.51,Good,I,SI1,63.3,61.0,7.3,7.34,4.64,8705
3787,1.2,Very Good,G,VS2,62.7,54.0,6.81,6.74,4.25,6951
3788,0.78,Ideal,E,VS2,61.3,56.0,5.97,5.91,3.64,3605
3789,1.33,Ideal,G,VS2,61.1,58.0,7.08,7.01,4.31,9116
3790,1.04,Premium,E,VVS2,61.4,56.0,6.54,6.5,4.0,9494
3791,0.31,Ideal,E,SI1,61.4,56.0,4.34,4.37,2.67,544
3792,2.12,Ideal,H,SI1,62.0,57.0,8.17,8.23,5.1,18026
3793,0.34,Very Good,E,SI1,62.3,54.0,4.52,4.55,2.82,596
3794,0.23,Very Good,F,VVS2,65.0,56.0,3.89,3.92,2.53,465
3795,0.54,Ideal,H,VS1,61.2,58.0,5.2,5.24,3.2,1583
3796,0.34,Ideal,D,SI1,61.4,55.0,4.5,4.47,2.76,803
3797,0.33,Ideal,G,VS1,61.9,54.0,4.48,4.46,2.76,880
3798,0.31,Premium,G,IF,61.4,58.0,4.42,4.39,2.7,987
3799,1.3,Premium,J,SI2,61.9,57.0,7.04,6.91,4.32,4766
3800,1.15,Premium,G,SI1,61.2,58.0,6.74,6.72,4.12,6686
3801,0.41,Ideal,F,VVS2,62.2,55.0,4.79,4.81,2.98,1192
3802,0.38,Premium,D,VS1,62.1,58.0,4.63,4.66,2.89,1130
3803,0.31,Very Good,F,SI1,62.8,60.0,4.28,4.31,2.7,516
3804,1.09,Good,G,SI2,60.7,63.0,6.62,6.59,4.0,4477
3805,1.16,Ideal,E,SI1,61.7,56.0,6.77,6.73,4.16,6720
3806,0.9,Very Good,E,SI1,59.9,62.0,6.24,6.28,3.74,4165
3807,0.4,Very Good,G,SI1,62.8,56.0,4.66,4.69,2.94,855
3808,0.4,Ideal,G,VVS2,61.4,56.0,4.75,4.74,2.91,1050
3809,0.23,Very Good,F,VVS2,61.8,58.0,3.89,3.91,2.42,530
3810,1.01,Ideal,I,SI2,59.8,59.0,6.57,6.54,3.92,4336
3811,1.0,Very Good,I,VS2,61.9,62.0,6.4,6.48,3.98,4269
3812,0.71,Ideal,F,VVS2,61.2,56.0,5.75,5.77,3.52,2961
3813,2.26,Ideal,H,SI2,62.0,56.0,8.41,8.34,5.18,15544
3814,0.32,Ideal,D,VS2,63.0,54.0,4.37,4.4,2.77,758
3815,0.3,Very Good,E,VVS2,62.3,56.0,4.26,4.28,2.66,731
3816,0.3,Very Good,F,VVS2,59.5,58.0,4.37,4.41,2.61,737
3817,1.78,Ideal,F,SI1,61.6,55.0,7.85,7.82,4.82,14247
3818,0.36,Ideal,E,VVS1,61.0,56.0,4.63,4.65,2.82,1068
3819,1.8,Ideal,G,SI1,62.2,57.0,7.68,7.76,4.83,15178
3820,0.41,Good,E,VVS1,63.9,57.0,4.7,4.73,3.01,1270
3821,0.35,Ideal,D,SI1,61.5,56.0,4.51,4.54,2.78,780
3822,0.31,Premium,G,IF,59.6,61.0,4.45,4.42,2.64,977
3823,0.31,Ideal,G,VVS1,61.5,57.0,4.37,4.35,2.68,816
3824,1.63,Premium,G,VS1,62.6,56.0,7.53,7.47,4.7,12923
3825,0.9,Fair,E,SI1,64.4,57.0,6.05,6.01,3.88,4463
3826,1.0,Ideal,D,SI1,59.5,55.0,6.56,6.6,3.9,5914
3827,0.9,Very Good,F,SI2,62.8,57.0,6.15,6.19,3.87,3444
3828,0.58,Ideal,G,VS2,62.2,55.0,5.33,5.37,3.33,1698
3829,1.0,Very Good,J,SI2,63.3,59.0,6.34,6.25,3.99,3461
3830,0.3,Premium,G,VVS1,61.7,58.0,4.31,4.28,2.65,789
3831,2.19,Good,D,SI2,60.2,60.0,8.37,8.46,5.08,18526
3832,2.02,Premium,G,SI2,60.1,58.0,8.24,8.21,4.94,16400
3833,0.34,Ideal,D,VS2,62.9,55.0,4.45,4.48,2.81,756
3834,1.66,Ideal,I,VS2,61.7,56.0,7.64,7.69,4.73,11475
3835,0.72,Ideal,H,SI2,61.0,58.0,5.78,5.81,3.53,2182
3836,2.0,Very Good,H,SI1,63.5,56.0,7.98,7.93,5.05,16353
3837,0.4,Ideal,E,VS1,62.2,57.0,4.68,4.73,2.93,1069
3838,1.21,Premium,H,SI1,59.0,59.0,7.02,6.96,4.13,5551
3839,0.4,Ideal,E,VS2,62.0,56.0,4.72,4.71,2.92,891
3840,0.4,Very Good,D,SI1,63.4,58.0,4.68,4.65,2.95,756
3841,1.02,Ideal,I,SI2,62.0,56.0,6.44,6.4,3.98,3130
3842,0.56,Ideal,D,VS2,62.5,57.0,5.24,5.28,3.29,1963
3843,1.7,Ideal,F,SI1,62.0,56.0,7.59,7.67,4.73,14652
3844,1.68,Good,D,SI1,63.7,58.0,7.44,7.46,4.77,14502
3845,0.52,Ideal,G,VVS2,61.9,57.0,5.16,5.19,3.2,1848
3846,0.33,Ideal,G,VS2,61.7,56.0,4.44,4.48,2.75,579
3847,0.47,Very Good,E,VS1,61.8,60.0,4.96,5.01,3.09,1850
3848,1.59,Premium,I,VS1,59.6,60.0,7.59,7.55,4.5,9761
3849,2.01,Good,H,SI2,63.0,60.0,7.89,7.84,4.97,16512
3850,1.57,Premium,H,SI1,60.1,58.0,7.56,7.49,4.54,9642
3851,0.71,Ideal,E,SI2,62.6,57.0,5.7,5.72,3.57,2370
3852,1.23,Ideal,I,SI1,62.3,57.0,6.81,6.87,4.27,5771
3853,0.7,Very Good,E,VS1,62.6,58.0,5.64,5.71,3.55,3124
3854,0.42,Ideal,E,VS2,62.4,56.0,4.79,4.77,2.98,948
3855,0.32,Very Good,D,SI1,60.8,62.0,4.4,4.43,2.69,532
3856,0.31,Premium,H,VS1,62.2,59.0,4.32,4.35,2.7,544
3857,1.1,Very Good,G,VS2,60.6,59.0,6.64,6.67,4.03,6781
3858,1.12,Premium,G,SI1,61.2,58.0,6.66,6.69,4.09,5408
3859,1.22,Premium,G,VS1,61.7,59.0,6.8,6.82,4.2,8381
3860,0.33,Ideal,G,SI1,61.8,55.0,4.44,4.45,2.75,613
3861,2.01,Very Good,I,SI1,63.0,57.0,8.01,7.94,5.02,13556
3862,1.6,Ideal,J,SI1,62.2,53.2,7.48,7.53,4.68,8075
3863,0.53,Ideal,G,VS1,61.8,56.0,5.17,5.2,3.21,1751
3864,0.95,Premium,I,VS1,61.2,61.0,6.36,6.32,3.88,4797
3865,1.2,Ideal,H,I1,62.6,56.0,6.74,6.79,4.24,3780
3866,0.52,Premium,H,VS1,62.4,56.0,5.12,5.16,3.2,1583
3867,0.71,Ideal,I,VS1,61.1,55.0,5.74,5.78,3.53,2251
3868,0.54,Ideal,G,VVS2,62.1,57.0,5.26,5.24,3.26,1875
3869,0.7,Ideal,F,SI1,62.9,57.0,5.69,5.66,3.57,2368
3870,0.7,Very Good,D,VS2,61.0,60.0,5.75,5.72,3.49,2708
3871,0.31,Ideal,E,SI2,61.0,55.0,4.38,4.37,2.67,558
3872,0.51,Ideal,F,SI1,61.7,55.0,5.17,5.19,3.19,1305
3873,1.06,Premium,F,VS2,62.3,60.0,6.47,6.51,4.04,6352
3874,0.34,Ideal,E,VS2,62.1,56.0,4.5,4.52,2.79,860
3875,0.52,Very Good,G,SI1,59.4,58.0,5.28,5.24,3.13,1213
3876,0.3,Very Good,F,IF,62.3,55.0,4.31,4.32,2.69,886
3877,1.01,Good,E,SI1,63.6,59.0,6.36,6.39,4.06,5037
3878,0.42,Good,G,VS2,57.6,59.0,4.93,4.69,2.8,1087
3879,0.71,Ideal,F,VS2,62.1,56.0,5.73,5.7,3.55,2940
3880,1.01,Very Good,G,VS2,60.7,57.0,6.48,6.53,3.94,5839
3881,1.08,Ideal,H,VS2,62.8,55.0,6.58,6.52,4.11,5316
3882,1.21,Premium,D,SI2,62.4,58.0,6.8,6.74,4.23,6044
3883,0.57,Very Good,D,VS2,62.0,60.0,5.27,5.32,3.28,1749
3884,0.5,Ideal,G,VS2,60.2,59.0,5.15,5.12,3.09,1389
3885,0.27,Ideal,E,VVS2,62.5,55.0,4.17,4.15,2.6,575
3886,1.0,Very Good,F,SI2,63.2,58.0,6.32,6.37,4.02,4466
3887,1.2,Premium,H,SI2,62.0,57.0,6.79,6.71,4.19,5335
3888,2.0,Good,D,SI2,63.2,60.0,7.98,8.09,5.07,18318
3889,1.01,Premium,I,SI2,61.6,61.0,6.37,6.41,3.94,3462
3890,1.28,Very Good,G,SI1,62.8,58.0,6.9,6.94,4.35,6334
3891,0.59,Ideal,D,SI1,61.2,57.0,5.4,5.43,3.31,1773
3892,0.41,Ideal,E,VVS2,62.2,54.0,4.75,4.8,2.97,1001
3893,1.0,Very Good,E,SI1,60.1,62.0,6.34,6.4,3.84,4854
3894,1.75,Very Good,H,SI2,63.5,60.0,7.65,7.56,4.83,10255
3895,1.11,Ideal,D,SI1,62.7,56.0,6.64,6.59,4.14,5927
3896,1.72,Good,H,SI1,59.3,64.0,7.9,7.85,4.66,18115
3897,0.71,Very Good,I,SI2,63.1,58.0,5.64,5.67,3.58,2164
3898,0.71,Ideal,F,VS2,61.2,57.0,5.7,5.8,3.52,2821
3899,0.71,Ideal,D,VS1,62.0,56.0,5.73,5.76,3.56,3669
3900,0.33,Ideal,D,VS2,62.3,56.0,4.47,4.44,2.77,833
3901,1.51,Very Good,D,SI2,63.2,55.0,7.29,7.24,4.6,8038
3902,0.53,Ideal,E,VS2,62.3,54.0,5.21,5.23,3.25,1678
3903,0.95,Premium,H,VS2,62.7,57.0,6.24,6.2,3.9,4247
3904,0.33,Very Good,D,SI1,62.8,53.0,4.39,4.41,2.77,610
3905,0.51,Good,E,SI1,63.9,56.0,5.1,5.06,3.24,1346
3906,1.11,Premium,H,SI2,61.0,58.0,6.65,6.69,4.06,4558
3907,0.26,Very Good,F,VS1,61.8,55.0,4.08,4.11,2.54,460
3908,0.3,Ideal,F,VS2,62.2,54.0,4.3,4.33,2.68,673
3909,0.32,Premium,H,VS2,62.5,58.0,4.38,4.43,2.75,505
3910,1.51,Good,F,SI1,62.3,60.0,7.26,7.18,4.49,6915
3911,0.73,Premium,H,SI1,61.2,57.0,5.79,5.76,3.54,2196
3912,2.07,Ideal,G,SI2,62.5,56.0,8.12,8.16,5.08,13508
3913,2.06,Premium,I,VS2,62.5,56.0,8.21,8.09,5.07,14588
3914,0.51,Very Good,G,VS2,62.2,57.0,5.1,5.13,3.18,1438
3915,0.51,Good,G,VS2,63.1,58.0,5.04,5.06,3.19,1443
3916,0.5,Ideal,F,VS1,60.8,57.0,5.16,5.19,3.15,1736
3917,0.33,Ideal,D,VS2,60.3,56.0,4.49,4.46,2.7,957
3918,1.2,Premium,I,VS2,62.7,58.0,6.77,6.74,4.24,4791
3919,0.96,Good,E,SI1,61.2,61.0,6.27,6.23,3.82,4274
3920,0.7,Ideal,E,VS2,62.4,55.0,5.66,5.7,3.55,3250
3921,1.04,Ideal,G,SI2,61.2,57.0,6.51,6.58,4.01,4987
3922,0.38,Ideal,D,VS1,61.9,56.0,4.66,4.67,2.88,947
3923,2.01,Ideal,G,VS2,62.8,56.0,8.02,7.94,5.03,18561
3924,0.42,Premium,G,VVS2,60.5,58.0,4.83,4.86,2.93,1280
3925,1.07,Ideal,D,SI1,62.2,57.0,6.59,6.56,4.09,5842
3926,0.41,Very Good,H,VS2,62.6,54.0,4.75,4.79,2.98,783
3927,1.09,Ideal,G,SI2,62.1,55.0,6.61,6.58,4.1,4719
3928,0.32,Ideal,E,VS2,61.9,55.0,4.42,4.4,2.73,900
3929,0.31,Very Good,G,VVS2,61.9,62.0,4.31,4.33,2.68,564
3930,1.03,Fair,D,SI2,64.7,61.0,6.37,6.33,4.1,4472
3931,1.57,Ideal,G,SI1,62.5,53.0,7.43,7.48,4.64,9756
3932,1.0,Premium,F,SI1,61.6,58.0,6.47,6.45,3.98,4435
3933,1.01,Very Good,G,SI1,62.8,56.0,6.35,6.39,4.01,4712
3934,0.31,Ideal,E,VS1,62.0,55.0,4.34,4.31,2.68,734
3935,0.3,Premium,H,VS1,61.7,59.0,4.26,4.29,2.64,675
3936,2.02,Premium,G,SI2,62.5,59.0,8.11,8.07,5.04,12531
3937,1.0,Premium,G,SI1,61.2,59.0,6.35,6.4,3.9,5387
3938,0.33,Very Good,G,VS2,62.8,55.0,4.38,4.41,2.76,579
3939,0.34,Premium,H,VS1,62.8,58.0,4.48,4.44,2.81,684
3940,1.02,Premium,D,SI1,62.0,58.0,6.45,6.41,3.99,5817
3941,1.01,Premium,F,SI1,62.7,60.0,6.4,6.34,4.0,4679
3942,1.14,Premium,J,SI1,62.7,58.0,6.66,6.62,4.16,5335
3943,0.33,Ideal,G,SI2,61.6,57.0,4.45,4.48,2.75,463
3944,0.54,Ideal,G,VS2,62.1,56.0,5.21,5.2,3.23,1580
3945,0.71,Ideal,E,VS1,61.6,56.0,5.74,5.77,3.55,2922
3946,0.72,Premium,H,SI1,61.3,57.0,5.78,5.75,3.54,2260
3947,0.32,Ideal,D,VVS2,61.1,56.0,4.42,4.41,2.7,1041
3948,0.75,Very Good,D,VS1,61.9,58.0,5.79,5.83,3.6,3372
3949,0.57,Ideal,E,VS2,62.1,55.0,5.34,5.38,3.33,1666
3950,0.31,Ideal,G,VVS2,62.2,54.0,4.34,4.4,2.72,775
3951,0.5,Ideal,G,SI1,62.6,57.0,5.03,5.06,3.16,1352
3952,0.4,Premium,H,SI2,59.8,60.0,4.82,4.78,2.87,855
3953,0.51,Ideal,E,VS2,62.3,56.0,5.08,5.11,3.17,1662
3954,0.71,Very Good,G,VVS2,63.1,58.0,5.7,5.65,3.58,2808
3955,0.33,Premium,F,VS2,59.6,60.0,4.47,4.44,2.66,854
3956,0.57,Ideal,E,VVS2,62.7,56.0,5.28,5.31,3.31,2072
3957,0.41,Premium,F,VVS2,60.7,59.0,4.82,4.78,2.91,1192
3958,0.35,Premium,F,VS2,60.6,58.0,4.56,4.59,2.77,779
3959,1.2,Ideal,F,VS2,62.2,57.0,6.81,6.77,4.22,9032
3960,0.9,Ideal,H,SI1,62.0,57.0,6.13,6.09,3.81,3402
3961,1.0,Very Good,D,SI2,62.9,58.0,6.3,6.39,3.99,5060
3962,0.9,Very Good,D,SI1,62.1,60.0,6.09,6.12,3.79,4381
3963,0.7,Very Good,F,SI1,62.0,59.0,5.68,5.72,3.54,2476
3964,0.33,Very Good,E,IF,62.9,58.0,4.38,4.39,2.75,957
3965,1.04,Very Good,F,VS2,62.8,57.0,6.43,6.47,4.04,6307
3966,1.6,Ideal,J,VS2,61.9,56.0,7.5,7.54,4.65,9526
3967,1.01,Good,E,SI1,64.3,59.0,6.29,6.34,4.06,4611
3968,1.01,Ideal,G,VS2,61.3,58.0,6.55,6.47,3.97,5950
3969,0.4,Very Good,G,SI1,62.5,58.0,4.66,4.69,2.92,666
3970,1.11,Ideal,G,VS2,61.7,56.0,6.65,6.67,4.11,6407
3971,0.9,Premium,H,SI1,62.7,60.0,6.19,6.14,3.86,3437
3972,1.51,Ideal,G,VS1,62.4,56.0,7.34,7.31,4.57,12968
3973,0.31,Premium,E,SI2,62.2,59.0,4.37,4.34,2.71,558
3974,1.51,Ideal,F,VS2,60.4,56.0,7.35,7.44,4.47,14588
3975,0.87,Premium,H,SI2,60.1,56.0,6.13,6.19,3.68,3504
3976,0.3,Ideal,F,VVS2,62.3,57.0,4.3,4.33,2.69,684
3977,0.51,Ideal,G,VVS1,62.1,56.0,5.1,5.16,3.18,2061
3978,1.5,Ideal,I,SI1,63.0,56.0,7.25,7.3,4.58,8985
3979,0.55,Ideal,E,SI1,61.5,55.0,5.3,5.26,3.25,1664
3980,1.01,Very Good,D,SI1,59.8,61.0,6.49,6.53,3.88,5648
3981,0.5,Very Good,E,VS2,60.8,60.0,5.12,5.13,3.13,1433
3982,1.21,Very Good,J,SI1,63.3,58.0,6.72,6.79,4.27,5217
3983,0.36,Ideal,H,VS2,62.3,55.0,4.57,4.6,2.86,631
3984,0.35,Ideal,F,SI1,60.3,57.0,4.56,4.53,2.76,708
3985,0.9,Very Good,G,VS2,63.5,58.0,6.04,6.08,3.84,4113
3986,0.54,Ideal,F,VS2,61.9,56.0,5.22,5.19,3.23,1836
3987,1.51,Premium,D,VS2,62.5,59.0,7.36,7.29,4.58,14321
3988,1.0,Ideal,G,SI2,62.6,54.0,6.36,6.39,4.0,4022
3989,0.4,Good,D,VS2,61.9,60.0,4.66,4.69,2.89,781
3990,0.3,Ideal,E,VS2,61.3,55.0,4.34,4.3,2.65,844
3991,0.38,Ideal,D,VVS2,62.3,56.0,4.64,4.7,2.91,1168
3992,0.34,Ideal,E,VS2,61.5,55.0,4.52,4.56,2.79,683
3993,1.33,Premium,G,VVS1,62.4,59.0,6.99,7.03,4.39,10083
3994,0.41,Ideal,F,VVS1,61.9,55.0,4.79,4.77,2.96,1356
3995,0.91,Very Good,E,SI1,63.5,57.0,6.1,6.07,3.87,3818
3996,0.7,Ideal,I,VVS2,62.2,56.0,5.65,5.68,3.53,2580
3997,2.11,Premium,G,SI2,61.9,59.0,8.21,8.18,5.1,18236
3998,2.04,Ideal,I,VS2,62.4,57.0,8.08,8.11,5.06,16512
3999,0.33,Premium,F,VS2,61.1,58.0,4.48,4.42,2.72,854
4000,1.04,Good,H,SI1,63.8,58.0,6.36,6.31,4.05,4604
4001,0.79,Ideal,I,VS2,61.8,54.0,5.95,5.97,3.67,2584
4002,0.23,Ideal,G,IF,62.0,57.0,3.94,3.92,2.43,536
4003,0.39,Ideal,E,VS2,61.6,56.0,4.72,4.69,2.9,1127
4004,0.52,Ideal,E,VVS1,61.6,57.0,5.2,5.23,3.21,2676
4005,1.2,Premium,D,VS1,61.6,59.0,6.77,6.72,4.16,10079
4006,0.56,Very Good,J,VS2,60.8,61.0,5.28,5.3,3.21,1057
